nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/15 16:34:29 detectron2]: Rank of current process: 0. World size: 2
[11/15 16:34:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/15 16:34:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre1_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "checkpoints/voc/prior/ETFRes_pre1_10shot_lr20_adj7.0_rfs1.0_t1/model_final.pth"
  
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "checkpoints/voc/distill/contrastive/"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/15 16:34:29 detectron2]: Full config saved to /root/FSOD/checkpoints/voc/distill/ETFRes_distill1_10shot_lr10_/config.yaml
preset seed 0
[11/15 16:34:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/15 16:34:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Logging names for 5 novel classes:  ['bird', 'bus', 'cow', 'motorbike', 'sofa']
[11/15 16:34:32 d2.data.build]: Removed 1920 images with no usable annotations. 14681 images left.
[11/15 16:34:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
| aeroplane  | 1285         |   bicycle   | 1208         |    boat     | 1397         |
|   bottle   | 2116         |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
|   horse    | 1156         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
|    bird    | 10           |     bus     | 10           |     cow     | 10           |
| motorbike  | 10           |    sofa     | 10           |             |              |
|   total    | 41134        |             |              |             |              |
[11/15 16:34:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/15 16:34:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/15 16:34:33 d2.data.common]: Serializing 14681 elements to byte tensors and concatenating them all ...
[11/15 16:34:33 d2.data.common]: Serialized dataset takes 6.67 MiB
WARNING [11/15 16:34:33 d2.solver.build]: SOLVER.STEPS contains values larger than SOLVER.MAX_ITER. These values will be ignored.
[11/15 16:34:33 fvcore.common.checkpoint]: [Checkpointer] Loading from checkpoints/voc/prior/ETFRes_pre1_10shot_lr20_adj7.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
froze proposal generator parameters
Logging names for 5 novel classes:  ['bird', 'bus', 'cow', 'motorbike', 'sofa']
WARNING [11/15 16:34:33 fvcore.common.checkpoint]: Some model parameters or buffers are not found in the checkpoint:
roi_heads.student_box_head.fc1.{bias, weight}
roi_heads.student_box_head.fc2.{bias, weight}
roi_heads.student_box_predictor.bbox_pred.{bias, weight}
roi_heads.student_box_predictor.cls_score.weight
roi_heads.student_box_predictor.mapping.weight
[11/15 16:34:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/15 16:35:08 d2.utils.events]:  eta: 2:59:53  iter: 19  total_loss: 2.846  loss_cls: 1.059  loss_box_reg: 0.3567  loss_rpn_cls: 0.01109  loss_rpn_loc: 0.01955  contrastive_loss: 1.547  time: 0.7408  data_time: 0.3810  lr: 0.0009091  max_mem: 12879M
[11/15 17:48:52 d2.utils.events]:  eta: 2:05:57  iter: 5219  total_loss: 0.2324  loss_cls: 0.05218  loss_box_reg: 0.1472  loss_rpn_cls: 0.005339  loss_rpn_loc: 0.01955  contrastive_loss: 0.009722  time: 0.7848  data_time: 0.0432  lr: 0.01  max_mem: 13178M
[11/15 17:49:08 d2.utils.events]:  eta: 2:05:41  iter: 5239  total_loss: 0.2289  loss_cls: 0.05061  loss_box_reg: 0.1414  loss_rpn_cls: 0.006339  loss_rpn_loc: 0.01546  contrastive_loss: 0.009678  time: 0.7850  data_time: 0.0379  lr: 0.01  max_mem: 13178M
[11/15 17:49:24 d2.utils.events]:  eta: 2:05:26  iter: 5259  total_loss: 0.2231  loss_cls: 0.04711  loss_box_reg: 0.1356  loss_rpn_cls: 0.00537  loss_rpn_loc: 0.01442  contrastive_loss: 0.008953  time: 0.7849  data_time: 0.0397  lr: 0.01  max_mem: 13178M
[11/15 17:49:39 d2.utils.events]:  eta: 2:05:03  iter: 5279  total_loss: 0.2512  loss_cls: 0.05657  loss_box_reg: 0.1663  loss_rpn_cls: 0.006815  loss_rpn_loc: 0.01848  contrastive_loss: 0.007321  time: 0.7848  data_time: 0.0419  lr: 0.01  max_mem: 13178M
[11/15 17:49:54 d2.utils.events]:  eta: 2:04:52  iter: 5299  total_loss: 0.2323  loss_cls: 0.05176  loss_box_reg: 0.1537  loss_rpn_cls: 0.004544  loss_rpn_loc: 0.01293  contrastive_loss: 0.008115  time: 0.7847  data_time: 0.0383  lr: 0.01  max_mem: 13178M
[11/15 17:50:09 d2.utils.events]:  eta: 2:04:36  iter: 5319  total_loss: 0.2263  loss_cls: 0.04999  loss_box_reg: 0.143  loss_rpn_cls: 0.005328  loss_rpn_loc: 0.01537  contrastive_loss: 0.006501  time: 0.7846  data_time: 0.0424  lr: 0.01  max_mem: 13178M
[11/15 17:50:25 d2.utils.events]:  eta: 2:04:23  iter: 5339  total_loss: 0.2439  loss_cls: 0.05362  loss_box_reg: 0.1569  loss_rpn_cls: 0.005901  loss_rpn_loc: 0.02029  contrastive_loss: 0.00792  time: 0.7846  data_time: 0.0440  lr: 0.01  max_mem: 13178M
[11/15 17:50:41 d2.utils.events]:  eta: 2:04:09  iter: 5359  total_loss: 0.2307  loss_cls: 0.05077  loss_box_reg: 0.14  loss_rpn_cls: 0.007164  loss_rpn_loc: 0.01862  contrastive_loss: 0.007044  time: 0.7846  data_time: 0.0435  lr: 0.01  max_mem: 13178M
[11/15 17:50:56 d2.utils.events]:  eta: 2:03:54  iter: 5379  total_loss: 0.2255  loss_cls: 0.05176  loss_box_reg: 0.1429  loss_rpn_cls: 0.006295  loss_rpn_loc: 0.01957  contrastive_loss: 0.006601  time: 0.7846  data_time: 0.0422  lr: 0.01  max_mem: 13178M
[11/15 17:51:12 d2.utils.events]:  eta: 2:03:37  iter: 5399  total_loss: 0.2342  loss_cls: 0.05762  loss_box_reg: 0.1536  loss_rpn_cls: 0.005466  loss_rpn_loc: 0.01504  contrastive_loss: 0.005943  time: 0.7846  data_time: 0.0409  lr: 0.01  max_mem: 13178M
[11/15 17:51:28 d2.utils.events]:  eta: 2:03:21  iter: 5419  total_loss: 0.2263  loss_cls: 0.05041  loss_box_reg: 0.134  loss_rpn_cls: 0.005116  loss_rpn_loc: 0.01516  contrastive_loss: 0.0079  time: 0.7846  data_time: 0.0402  lr: 0.01  max_mem: 13178M
[11/15 17:51:44 d2.utils.events]:  eta: 2:02:59  iter: 5439  total_loss: 0.2346  loss_cls: 0.05372  loss_box_reg: 0.1479  loss_rpn_cls: 0.00845  loss_rpn_loc: 0.01749  contrastive_loss: 0.006427  time: 0.7846  data_time: 0.0421  lr: 0.01  max_mem: 13178M
[11/15 17:51:59 d2.utils.events]:  eta: 2:02:40  iter: 5459  total_loss: 0.2014  loss_cls: 0.04603  loss_box_reg: 0.1295  loss_rpn_cls: 0.004634  loss_rpn_loc: 0.01311  contrastive_loss: 0.006134  time: 0.7845  data_time: 0.0395  lr: 0.01  max_mem: 13178M
[11/15 17:52:14 d2.utils.events]:  eta: 2:02:29  iter: 5479  total_loss: 0.2394  loss_cls: 0.0559  loss_box_reg: 0.1489  loss_rpn_cls: 0.00626  loss_rpn_loc: 0.01569  contrastive_loss: 0.005456  time: 0.7845  data_time: 0.0398  lr: 0.01  max_mem: 13178M
[11/15 17:52:30 d2.utils.events]:  eta: 2:02:19  iter: 5499  total_loss: 0.204  loss_cls: 0.04893  loss_box_reg: 0.1301  loss_rpn_cls: 0.008441  loss_rpn_loc: 0.01732  contrastive_loss: 0.005793  time: 0.7845  data_time: 0.0445  lr: 0.01  max_mem: 13178M
[11/15 17:52:46 d2.utils.events]:  eta: 2:01:58  iter: 5519  total_loss: 0.2316  loss_cls: 0.05233  loss_box_reg: 0.1469  loss_rpn_cls: 0.005339  loss_rpn_loc: 0.01578  contrastive_loss: 0.005859  time: 0.7845  data_time: 0.0381  lr: 0.01  max_mem: 13178M
[11/15 17:53:01 d2.utils.events]:  eta: 2:01:38  iter: 5539  total_loss: 0.2352  loss_cls: 0.05304  loss_box_reg: 0.1494  loss_rpn_cls: 0.006164  loss_rpn_loc: 0.01688  contrastive_loss: 0.006037  time: 0.7844  data_time: 0.0421  lr: 0.01  max_mem: 13178M
[11/15 17:53:18 d2.utils.events]:  eta: 2:01:22  iter: 5559  total_loss: 0.2304  loss_cls: 0.05237  loss_box_reg: 0.1456  loss_rpn_cls: 0.00584  loss_rpn_loc: 0.01679  contrastive_loss: 0.004876  time: 0.7847  data_time: 0.0391  lr: 0.01  max_mem: 13178M
[11/15 17:53:33 d2.utils.events]:  eta: 2:01:05  iter: 5579  total_loss: 0.2213  loss_cls: 0.04968  loss_box_reg: 0.1352  loss_rpn_cls: 0.007601  loss_rpn_loc: 0.018  contrastive_loss: 0.005372  time: 0.7846  data_time: 0.0385  lr: 0.01  max_mem: 13178M
[11/15 17:53:49 d2.utils.events]:  eta: 2:00:48  iter: 5599  total_loss: 0.2047  loss_cls: 0.04717  loss_box_reg: 0.1345  loss_rpn_cls: 0.005398  loss_rpn_loc: 0.01638  contrastive_loss: 0.004672  time: 0.7845  data_time: 0.0390  lr: 0.01  max_mem: 13178M
[11/15 17:54:04 d2.utils.events]:  eta: 2:00:28  iter: 5619  total_loss: 0.1925  loss_cls: 0.04067  loss_box_reg: 0.127  loss_rpn_cls: 0.00461  loss_rpn_loc: 0.01454  contrastive_loss: 0.005022  time: 0.7844  data_time: 0.0418  lr: 0.01  max_mem: 13178M
[11/15 17:54:19 d2.utils.events]:  eta: 2:00:04  iter: 5639  total_loss: 0.2189  loss_cls: 0.05045  loss_box_reg: 0.1399  loss_rpn_cls: 0.006231  loss_rpn_loc: 0.01712  contrastive_loss: 0.004759  time: 0.7844  data_time: 0.0468  lr: 0.01  max_mem: 13178M
[11/15 17:54:34 d2.utils.events]:  eta: 1:59:45  iter: 5659  total_loss: 0.2275  loss_cls: 0.04867  loss_box_reg: 0.1461  loss_rpn_cls: 0.006185  loss_rpn_loc: 0.01793  contrastive_loss: 0.004937  time: 0.7843  data_time: 0.0437  lr: 0.01  max_mem: 13178M
[11/15 17:54:50 d2.utils.events]:  eta: 1:59:28  iter: 5679  total_loss: 0.2088  loss_cls: 0.04696  loss_box_reg: 0.1307  loss_rpn_cls: 0.005969  loss_rpn_loc: 0.01472  contrastive_loss: 0.005332  time: 0.7843  data_time: 0.0438  lr: 0.01  max_mem: 13178M
[11/15 17:55:05 d2.utils.events]:  eta: 1:59:06  iter: 5699  total_loss: 0.2121  loss_cls: 0.04745  loss_box_reg: 0.1321  loss_rpn_cls: 0.005597  loss_rpn_loc: 0.01514  contrastive_loss: 0.005005  time: 0.7841  data_time: 0.0413  lr: 0.01  max_mem: 13178M
[11/15 17:55:20 d2.utils.events]:  eta: 1:58:53  iter: 5719  total_loss: 0.2178  loss_cls: 0.04697  loss_box_reg: 0.144  loss_rpn_cls: 0.006452  loss_rpn_loc: 0.01572  contrastive_loss: 0.004341  time: 0.7841  data_time: 0.0427  lr: 0.01  max_mem: 13178M
[11/15 17:55:36 d2.utils.events]:  eta: 1:58:39  iter: 5739  total_loss: 0.2103  loss_cls: 0.05006  loss_box_reg: 0.1378  loss_rpn_cls: 0.00493  loss_rpn_loc: 0.01744  contrastive_loss: 0.005037  time: 0.7840  data_time: 0.0416  lr: 0.01  max_mem: 13178M
[11/15 17:55:52 d2.utils.events]:  eta: 1:58:35  iter: 5759  total_loss: 0.2307  loss_cls: 0.05098  loss_box_reg: 0.1416  loss_rpn_cls: 0.006346  loss_rpn_loc: 0.01893  contrastive_loss: 0.00534  time: 0.7842  data_time: 0.0454  lr: 0.01  max_mem: 13178M
[11/15 17:56:08 d2.utils.events]:  eta: 1:58:16  iter: 5779  total_loss: 0.21  loss_cls: 0.04877  loss_box_reg: 0.1402  loss_rpn_cls: 0.004249  loss_rpn_loc: 0.01491  contrastive_loss: 0.005052  time: 0.7842  data_time: 0.0410  lr: 0.01  max_mem: 13178M
[11/15 17:56:24 d2.utils.events]:  eta: 1:57:56  iter: 5799  total_loss: 0.2261  loss_cls: 0.05068  loss_box_reg: 0.148  loss_rpn_cls: 0.006397  loss_rpn_loc: 0.01503  contrastive_loss: 0.005366  time: 0.7842  data_time: 0.0433  lr: 0.01  max_mem: 13178M
[11/15 17:56:39 d2.utils.events]:  eta: 1:57:36  iter: 5819  total_loss: 0.2091  loss_cls: 0.04693  loss_box_reg: 0.133  loss_rpn_cls: 0.005906  loss_rpn_loc: 0.01539  contrastive_loss: 0.005394  time: 0.7842  data_time: 0.0383  lr: 0.01  max_mem: 13178M
[11/15 17:56:56 d2.utils.events]:  eta: 1:57:25  iter: 5839  total_loss: 0.1831  loss_cls: 0.04233  loss_box_reg: 0.119  loss_rpn_cls: 0.00446  loss_rpn_loc: 0.01335  contrastive_loss: 0.003779  time: 0.7843  data_time: 0.0429  lr: 0.01  max_mem: 13178M
[11/15 17:57:12 d2.utils.events]:  eta: 1:57:10  iter: 5859  total_loss: 0.2042  loss_cls: 0.04451  loss_box_reg: 0.1314  loss_rpn_cls: 0.00437  loss_rpn_loc: 0.01334  contrastive_loss: 0.004307  time: 0.7844  data_time: 0.0437  lr: 0.01  max_mem: 13178M
[11/15 17:57:27 d2.utils.events]:  eta: 1:56:58  iter: 5879  total_loss: 0.225  loss_cls: 0.05088  loss_box_reg: 0.1457  loss_rpn_cls: 0.005414  loss_rpn_loc: 0.01536  contrastive_loss: 0.004259  time: 0.7843  data_time: 0.0375  lr: 0.01  max_mem: 13178M
[11/15 17:57:43 d2.utils.events]:  eta: 1:56:46  iter: 5899  total_loss: 0.2184  loss_cls: 0.05235  loss_box_reg: 0.1317  loss_rpn_cls: 0.005423  loss_rpn_loc: 0.01337  contrastive_loss: 0.004712  time: 0.7843  data_time: 0.0482  lr: 0.01  max_mem: 13178M
[11/15 17:57:59 d2.utils.events]:  eta: 1:56:32  iter: 5919  total_loss: 0.2208  loss_cls: 0.04781  loss_box_reg: 0.1414  loss_rpn_cls: 0.00594  loss_rpn_loc: 0.01696  contrastive_loss: 0.005582  time: 0.7843  data_time: 0.0418  lr: 0.01  max_mem: 13178M
[11/15 17:58:15 d2.utils.events]:  eta: 1:56:18  iter: 5939  total_loss: 0.2035  loss_cls: 0.04517  loss_box_reg: 0.1264  loss_rpn_cls: 0.007115  loss_rpn_loc: 0.01797  contrastive_loss: 0.005117  time: 0.7843  data_time: 0.0434  lr: 0.01  max_mem: 13178M
[11/15 17:58:30 d2.utils.events]:  eta: 1:55:57  iter: 5959  total_loss: 0.2202  loss_cls: 0.04954  loss_box_reg: 0.1441  loss_rpn_cls: 0.004813  loss_rpn_loc: 0.01381  contrastive_loss: 0.004459  time: 0.7843  data_time: 0.0420  lr: 0.01  max_mem: 13178M
[11/15 17:58:46 d2.utils.events]:  eta: 1:55:47  iter: 5979  total_loss: 0.2234  loss_cls: 0.05048  loss_box_reg: 0.146  loss_rpn_cls: 0.00498  loss_rpn_loc: 0.01598  contrastive_loss: 0.005083  time: 0.7843  data_time: 0.0410  lr: 0.01  max_mem: 13178M
[11/15 17:59:02 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in inference: [ResizeShortestEdge(short_edge_length=(800, 800), max_size=1333, sample_style='choice')]
[11/15 17:59:02 d2.data.common]: Serializing 4952 elements to byte tensors and concatenating them all ...
[11/15 17:59:02 d2.data.common]: Serialized dataset takes 2.22 MiB
[11/15 17:59:02 fsdet.evaluation.evaluator]: Start inference on 2476 images
[11/15 17:59:11 fsdet.evaluation.evaluator]: Inference done 50/2476. 0.0478 s / img. ETA=0:01:56
[11/15 17:59:13 fsdet.evaluation.evaluator]: Inference done 100/2476. 0.0475 s / img. ETA=0:01:52
[11/15 17:59:16 fsdet.evaluation.evaluator]: Inference done 150/2476. 0.0474 s / img. ETA=0:01:50
[11/15 17:59:18 fsdet.evaluation.evaluator]: Inference done 200/2476. 0.0474 s / img. ETA=0:01:47
[11/15 17:59:21 fsdet.evaluation.evaluator]: Inference done 250/2476. 0.0475 s / img. ETA=0:01:45
[11/15 17:59:23 fsdet.evaluation.evaluator]: Inference done 300/2476. 0.0474 s / img. ETA=0:01:43
[11/15 17:59:25 fsdet.evaluation.evaluator]: Inference done 350/2476. 0.0474 s / img. ETA=0:01:40
[11/15 17:59:28 fsdet.evaluation.evaluator]: Inference done 400/2476. 0.0474 s / img. ETA=0:01:38
[11/15 17:59:30 fsdet.evaluation.evaluator]: Inference done 450/2476. 0.0474 s / img. ETA=0:01:35
[11/15 17:59:32 fsdet.evaluation.evaluator]: Inference done 500/2476. 0.0473 s / img. ETA=0:01:33
[11/15 17:59:35 fsdet.evaluation.evaluator]: Inference done 550/2476. 0.0473 s / img. ETA=0:01:31
[11/15 17:59:37 fsdet.evaluation.evaluator]: Inference done 600/2476. 0.0474 s / img. ETA=0:01:28
[11/15 17:59:39 fsdet.evaluation.evaluator]: Inference done 650/2476. 0.0475 s / img. ETA=0:01:26
[11/15 17:59:42 fsdet.evaluation.evaluator]: Inference done 700/2476. 0.0475 s / img. ETA=0:01:24
[11/15 17:59:44 fsdet.evaluation.evaluator]: Inference done 750/2476. 0.0475 s / img. ETA=0:01:22
[11/15 17:59:47 fsdet.evaluation.evaluator]: Inference done 800/2476. 0.0475 s / img. ETA=0:01:19
[11/15 17:59:49 fsdet.evaluation.evaluator]: Inference done 850/2476. 0.0475 s / img. ETA=0:01:17
[11/15 17:59:51 fsdet.evaluation.evaluator]: Inference done 900/2476. 0.0476 s / img. ETA=0:01:14
[11/15 17:59:54 fsdet.evaluation.evaluator]: Inference done 950/2476. 0.0475 s / img. ETA=0:01:12
[11/15 17:59:56 fsdet.evaluation.evaluator]: Inference done 1000/2476. 0.0476 s / img. ETA=0:01:10
[11/15 17:59:59 fsdet.evaluation.evaluator]: Inference done 1050/2476. 0.0476 s / img. ETA=0:01:07
[11/15 18:00:01 fsdet.evaluation.evaluator]: Inference done 1100/2476. 0.0476 s / img. ETA=0:01:05
[11/15 18:00:03 fsdet.evaluation.evaluator]: Inference done 1150/2476. 0.0476 s / img. ETA=0:01:03
[11/15 18:00:06 fsdet.evaluation.evaluator]: Inference done 1200/2476. 0.0476 s / img. ETA=0:01:00
[11/15 18:00:08 fsdet.evaluation.evaluator]: Inference done 1250/2476. 0.0476 s / img. ETA=0:00:58
[11/15 18:00:11 fsdet.evaluation.evaluator]: Inference done 1300/2476. 0.0476 s / img. ETA=0:00:55
[11/15 18:00:13 fsdet.evaluation.evaluator]: Inference done 1350/2476. 0.0476 s / img. ETA=0:00:53
[11/15 18:00:15 fsdet.evaluation.evaluator]: Inference done 1400/2476. 0.0476 s / img. ETA=0:00:51
[11/15 18:00:18 fsdet.evaluation.evaluator]: Inference done 1450/2476. 0.0476 s / img. ETA=0:00:48
[11/15 18:00:20 fsdet.evaluation.evaluator]: Inference done 1500/2476. 0.0476 s / img. ETA=0:00:46
[11/15 18:00:22 fsdet.evaluation.evaluator]: Inference done 1550/2476. 0.0476 s / img. ETA=0:00:44
[11/15 18:00:25 fsdet.evaluation.evaluator]: Inference done 1600/2476. 0.0476 s / img. ETA=0:00:41
[11/15 18:00:27 fsdet.evaluation.evaluator]: Inference done 1650/2476. 0.0476 s / img. ETA=0:00:39
[11/15 18:00:30 fsdet.evaluation.evaluator]: Inference done 1700/2476. 0.0476 s / img. ETA=0:00:36
[11/15 18:00:32 fsdet.evaluation.evaluator]: Inference done 1750/2476. 0.0476 s / img. ETA=0:00:34
[11/15 18:00:34 fsdet.evaluation.evaluator]: Inference done 1800/2476. 0.0476 s / img. ETA=0:00:32
[11/15 18:00:37 fsdet.evaluation.evaluator]: Inference done 1850/2476. 0.0476 s / img. ETA=0:00:29
[11/15 18:00:39 fsdet.evaluation.evaluator]: Inference done 1900/2476. 0.0476 s / img. ETA=0:00:27
[11/15 18:00:41 fsdet.evaluation.evaluator]: Inference done 1950/2476. 0.0476 s / img. ETA=0:00:25
[11/15 18:00:44 fsdet.evaluation.evaluator]: Inference done 2000/2476. 0.0476 s / img. ETA=0:00:22
[11/15 18:00:46 fsdet.evaluation.evaluator]: Inference done 2050/2476. 0.0476 s / img. ETA=0:00:20
[11/15 18:00:49 fsdet.evaluation.evaluator]: Inference done 2100/2476. 0.0476 s / img. ETA=0:00:17
[11/15 18:00:51 fsdet.evaluation.evaluator]: Inference done 2150/2476. 0.0476 s / img. ETA=0:00:15
[11/15 18:00:53 fsdet.evaluation.evaluator]: Inference done 2200/2476. 0.0476 s / img. ETA=0:00:13
[11/15 18:00:56 fsdet.evaluation.evaluator]: Inference done 2250/2476. 0.0476 s / img. ETA=0:00:10
[11/15 18:00:58 fsdet.evaluation.evaluator]: Inference done 2300/2476. 0.0476 s / img. ETA=0:00:08
[11/15 18:01:01 fsdet.evaluation.evaluator]: Inference done 2350/2476. 0.0476 s / img. ETA=0:00:06
[11/15 18:01:03 fsdet.evaluation.evaluator]: Inference done 2400/2476. 0.0476 s / img. ETA=0:00:03
[11/15 18:01:05 fsdet.evaluation.evaluator]: Inference done 2450/2476. 0.0476 s / img. ETA=0:00:01
[11/15 18:01:07 fsdet.evaluation.evaluator]: Total inference time: 0:01:57 (0.047349 s / img per device, on 2 devices)
[11/15 18:01:07 fsdet.evaluation.evaluator]: Total inference pure compute time: 0:01:52 (0.045627 s / img per device, on 2 devices)
[11/15 18:01:15 fsdet.evaluation.pascal_voc_evaluation]: Evaluating voc_2007_test_all1 using 2007 metric. Note that results do not use the official Matlab API.
[11/15 18:01:43 fsdet.evaluation.pascal_voc_evaluation]: Evaluate per-class mAP50:
|  aeroplane  |  bicycle  |  boat  |  bottle  |  car   |  cat   |  chair  |  diningtable  |  dog   |  horse  |  person  |  pottedplant  |  sheep  |  train  |  tvmonitor  |  bird  |  bus   |  cow   |  motorbike  |  sofa  |
|:-----------:|:---------:|:------:|:--------:|:------:|:------:|:-------:|:-------------:|:------:|:-------:|:--------:|:-------------:|:-------:|:-------:|:-----------:|:------:|:------:|:------:|:-----------:|:------:|
|   84.799    |  85.269   | 64.017 |  73.023  | 85.374 | 85.523 | 64.356  |    76.708     | 82.374 | 83.357  |  85.103  |    54.977     | 77.979  | 82.268  |   80.644    | 31.574 | 69.541 | 47.571 |   58.785    | 46.625 |
[11/15 18:01:43 fsdet.evaluation.pascal_voc_evaluation]: Evaluate overall bbox:
|   AP   |  AP50  |  AP75  |  bAP   |  bAP50  |  bAP75  |  nAP   |  nAP50  |  nAP75  |
|:------:|:------:|:------:|:------:|:-------:|:-------:|:------:|:-------:|:-------:|
| 42.679 | 70.993 | 45.673 | 47.647 | 77.718  | 52.089  | 27.775 | 50.819  | 26.423  |
[11/15 18:01:43 fsdet.engine.defaults]: Evaluation results for voc_2007_test_all1 in csv format:
[11/15 18:01:43 fsdet.evaluation.testing]: copypaste: Task: bbox
[11/15 18:01:43 fsdet.evaluation.testing]: copypaste: AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75
[11/15 18:01:43 fsdet.evaluation.testing]: copypaste: 42.6792,70.9934,45.6728,47.6471,77.7181,52.0894,27.7754,50.8194,26.4230
[11/15 18:01:43 d2.utils.events]:  eta: 1:55:31  iter: 5999  total_loss: 0.2137  loss_cls: 0.04845  loss_box_reg: 0.145  loss_rpn_cls: 0.003577  loss_rpn_loc: 0.01386  contrastive_loss: 0.004507  time: 0.7843  data_time: 0.0465  lr: 0.01  max_mem: 13178M
[11/15 18:01:59 d2.utils.events]:  eta: 1:55:13  iter: 6019  total_loss: 0.2506  loss_cls: 0.05058  loss_box_reg: 0.1427  loss_rpn_cls: 0.005568  loss_rpn_loc: 0.01573  contrastive_loss: 0.04107  time: 0.7844  data_time: 0.0385  lr: 0.01  max_mem: 13178M
[11/15 18:02:15 d2.utils.events]:  eta: 1:54:58  iter: 6039  total_loss: 0.2264  loss_cls: 0.04904  loss_box_reg: 0.132  loss_rpn_cls: 0.005402  loss_rpn_loc: 0.0145  contrastive_loss: 0.02351  time: 0.7845  data_time: 0.0454  lr: 0.01  max_mem: 13178M
[11/15 18:02:31 d2.utils.events]:  eta: 1:54:41  iter: 6059  total_loss: 0.2292  loss_cls: 0.05085  loss_box_reg: 0.1401  loss_rpn_cls: 0.006756  loss_rpn_loc: 0.01586  contrastive_loss: 0.01599  time: 0.7844  data_time: 0.0490  lr: 0.01  max_mem: 13178M
[11/15 18:02:46 d2.utils.events]:  eta: 1:54:26  iter: 6079  total_loss: 0.8146  loss_cls: 0.1152  loss_box_reg: 0.1853  loss_rpn_cls: 0.05057  loss_rpn_loc: 0.02481  contrastive_loss: 0.4187  time: 0.7844  data_time: 0.0418  lr: 0.01  max_mem: 13178M
[11/15 18:03:02 d2.utils.events]:  eta: 1:54:11  iter: 6099  total_loss: 0.5323  loss_cls: 0.1231  loss_box_reg: 0.1911  loss_rpn_cls: 0.03318  loss_rpn_loc: 0.03077  contrastive_loss: 0.1509  time: 0.7845  data_time: 0.0443  lr: 0.01  max_mem: 13178M
[11/15 18:03:18 d2.utils.events]:  eta: 1:53:59  iter: 6119  total_loss: 0.3998  loss_cls: 0.08528  loss_box_reg: 0.167  loss_rpn_cls: 0.02218  loss_rpn_loc: 0.01963  contrastive_loss: 0.1105  time: 0.7845  data_time: 0.0460  lr: 0.01  max_mem: 13178M
