nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/18 15:13:29 detectron2]: Rank of current process: 0. World size: 2
[11/18 15:13:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/18 15:13:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre2_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_final.pth"
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "/root/autodl-tmp/checkpoints/voc/distill/t1"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/18 15:13:29 detectron2]: Full config saved to /root/autodl-tmp/ETFRes_distill2_10shot_lr10_t1/config.yaml
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:31 d2.data.build]: Removed 1772 images with no usable annotations. 14829 images left.
[11/18 15:13:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
|  bicycle   | 1208         |    bird     | 1820         |    boat     | 1397         |
|    bus     | 909          |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
| motorbike  | 1141         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
| aeroplane  | 10           |   bottle    | 10           |     cow     | 10           |
|   horse    | 10           |    sofa     | 10           |             |              |
|   total    | 40447        |             |              |             |              |
[11/18 15:13:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/18 15:13:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/18 15:13:32 d2.data.common]: Serializing 14829 elements to byte tensors and concatenating them all ...
[11/18 15:13:32 d2.data.common]: Serialized dataset takes 6.68 MiB
[11/18 15:13:32 fvcore.common.checkpoint]: [Checkpointer] Loading from /root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/18 15:14:07 d2.utils.events]:  eta: 4:06:39  iter: 19  total_loss: 1.813  loss_cls: 0.03206  loss_box_reg: 0.1238  loss_rpn_cls: 0.003377  loss_rpn_loc: 0.01382  contrastive_loss: 1.672  time: 0.7647  data_time: 0.4016  lr: 0.0009091  max_mem: 12989M
[11/18 16:10:36 d2.utils.events]:  eta: 3:16:55  iter: 4299  total_loss: 0.1839  loss_cls: 0.03148  loss_box_reg: 0.1104  loss_rpn_cls: 0.004735  loss_rpn_loc: 0.01609  contrastive_loss: 0.01198  time: 0.7584  data_time: 0.0294  lr: 0.01  max_mem: 14438M
[11/18 16:10:52 d2.utils.events]:  eta: 3:16:41  iter: 4319  total_loss: 0.1918  loss_cls: 0.03787  loss_box_reg: 0.1259  loss_rpn_cls: 0.004012  loss_rpn_loc: 0.01511  contrastive_loss: 0.01027  time: 0.7585  data_time: 0.0294  lr: 0.01  max_mem: 14438M
[11/18 16:11:06 d2.utils.events]:  eta: 3:16:29  iter: 4339  total_loss: 0.1882  loss_cls: 0.03694  loss_box_reg: 0.1067  loss_rpn_cls: 0.003978  loss_rpn_loc: 0.0164  contrastive_loss: 0.01001  time: 0.7584  data_time: 0.0259  lr: 0.01  max_mem: 14438M
[11/18 16:11:21 d2.utils.events]:  eta: 3:16:11  iter: 4359  total_loss: 0.2306  loss_cls: 0.0411  loss_box_reg: 0.1366  loss_rpn_cls: 0.00563  loss_rpn_loc: 0.01536  contrastive_loss: 0.01908  time: 0.7583  data_time: 0.0234  lr: 0.01  max_mem: 14438M
[11/18 16:11:36 d2.utils.events]:  eta: 3:15:59  iter: 4379  total_loss: 0.202  loss_cls: 0.03819  loss_box_reg: 0.1246  loss_rpn_cls: 0.004591  loss_rpn_loc: 0.01566  contrastive_loss: 0.01359  time: 0.7583  data_time: 0.0284  lr: 0.01  max_mem: 14438M
[11/18 16:11:52 d2.utils.events]:  eta: 3:15:48  iter: 4399  total_loss: 0.1901  loss_cls: 0.03576  loss_box_reg: 0.1202  loss_rpn_cls: 0.004822  loss_rpn_loc: 0.01507  contrastive_loss: 0.009058  time: 0.7583  data_time: 0.0317  lr: 0.01  max_mem: 14438M
[11/18 16:12:07 d2.utils.events]:  eta: 3:15:37  iter: 4419  total_loss: 0.186  loss_cls: 0.03779  loss_box_reg: 0.1188  loss_rpn_cls: 0.003523  loss_rpn_loc: 0.01339  contrastive_loss: 0.009184  time: 0.7584  data_time: 0.0297  lr: 0.01  max_mem: 14438M
[11/18 16:12:22 d2.utils.events]:  eta: 3:15:17  iter: 4439  total_loss: 0.1689  loss_cls: 0.03127  loss_box_reg: 0.1079  loss_rpn_cls: 0.004033  loss_rpn_loc: 0.01338  contrastive_loss: 0.0107  time: 0.7583  data_time: 0.0237  lr: 0.01  max_mem: 14438M
[11/18 16:12:37 d2.utils.events]:  eta: 3:15:00  iter: 4459  total_loss: 0.1897  loss_cls: 0.03592  loss_box_reg: 0.1116  loss_rpn_cls: 0.004309  loss_rpn_loc: 0.01628  contrastive_loss: 0.009847  time: 0.7582  data_time: 0.0311  lr: 0.01  max_mem: 14438M
[11/18 16:12:52 d2.utils.events]:  eta: 3:14:46  iter: 4479  total_loss: 0.1687  loss_cls: 0.03258  loss_box_reg: 0.1093  loss_rpn_cls: 0.002929  loss_rpn_loc: 0.01309  contrastive_loss: 0.01125  time: 0.7582  data_time: 0.0303  lr: 0.01  max_mem: 14438M
[11/18 16:13:07 d2.utils.events]:  eta: 3:14:29  iter: 4499  total_loss: 0.1651  loss_cls: 0.03384  loss_box_reg: 0.1024  loss_rpn_cls: 0.00406  loss_rpn_loc: 0.01106  contrastive_loss: 0.009003  time: 0.7581  data_time: 0.0243  lr: 0.01  max_mem: 14438M
[11/18 16:13:22 d2.utils.events]:  eta: 3:14:19  iter: 4519  total_loss: 0.1788  loss_cls: 0.03721  loss_box_reg: 0.1107  loss_rpn_cls: 0.004116  loss_rpn_loc: 0.01369  contrastive_loss: 0.0109  time: 0.7581  data_time: 0.0253  lr: 0.01  max_mem: 14438M
[11/18 16:13:37 d2.utils.events]:  eta: 3:14:03  iter: 4539  total_loss: 0.1704  loss_cls: 0.03415  loss_box_reg: 0.1093  loss_rpn_cls: 0.003509  loss_rpn_loc: 0.01216  contrastive_loss: 0.008292  time: 0.7582  data_time: 0.0261  lr: 0.01  max_mem: 14438M
[11/18 16:13:52 d2.utils.events]:  eta: 3:13:41  iter: 4559  total_loss: 0.1958  loss_cls: 0.03748  loss_box_reg: 0.1207  loss_rpn_cls: 0.003238  loss_rpn_loc: 0.01134  contrastive_loss: 0.009696  time: 0.7581  data_time: 0.0271  lr: 0.01  max_mem: 14438M
[11/18 16:14:08 d2.utils.events]:  eta: 3:13:25  iter: 4579  total_loss: 0.1703  loss_cls: 0.03316  loss_box_reg: 0.108  loss_rpn_cls: 0.004797  loss_rpn_loc: 0.01493  contrastive_loss: 0.00829  time: 0.7583  data_time: 0.0265  lr: 0.01  max_mem: 14438M
[11/18 16:14:22 d2.utils.events]:  eta: 3:13:11  iter: 4599  total_loss: 0.1956  loss_cls: 0.03719  loss_box_reg: 0.1122  loss_rpn_cls: 0.003937  loss_rpn_loc: 0.01697  contrastive_loss: 0.0127  time: 0.7582  data_time: 0.0243  lr: 0.01  max_mem: 14438M
[11/18 16:14:38 d2.utils.events]:  eta: 3:12:53  iter: 4619  total_loss: 0.1964  loss_cls: 0.03996  loss_box_reg: 0.1239  loss_rpn_cls: 0.005019  loss_rpn_loc: 0.01489  contrastive_loss: 0.01129  time: 0.7581  data_time: 0.0263  lr: 0.01  max_mem: 14438M
[11/18 16:14:52 d2.utils.events]:  eta: 3:12:27  iter: 4639  total_loss: 0.1861  loss_cls: 0.03572  loss_box_reg: 0.1177  loss_rpn_cls: 0.004524  loss_rpn_loc: 0.01403  contrastive_loss: 0.009997  time: 0.7581  data_time: 0.0239  lr: 0.01  max_mem: 14438M
[11/18 16:15:07 d2.utils.events]:  eta: 3:12:08  iter: 4659  total_loss: 0.1892  loss_cls: 0.03626  loss_box_reg: 0.1222  loss_rpn_cls: 0.003901  loss_rpn_loc: 0.01544  contrastive_loss: 0.01021  time: 0.7580  data_time: 0.0268  lr: 0.01  max_mem: 14438M
[11/18 16:15:23 d2.utils.events]:  eta: 3:11:56  iter: 4679  total_loss: 0.1836  loss_cls: 0.03361  loss_box_reg: 0.1203  loss_rpn_cls: 0.004485  loss_rpn_loc: 0.01331  contrastive_loss: 0.01064  time: 0.7580  data_time: 0.0264  lr: 0.01  max_mem: 14438M
[11/18 16:15:38 d2.utils.events]:  eta: 3:11:40  iter: 4699  total_loss: 0.1786  loss_cls: 0.03182  loss_box_reg: 0.1137  loss_rpn_cls: 0.003348  loss_rpn_loc: 0.01107  contrastive_loss: 0.01049  time: 0.7580  data_time: 0.0268  lr: 0.01  max_mem: 14438M
[11/18 16:15:52 d2.utils.events]:  eta: 3:11:02  iter: 4719  total_loss: 0.1653  loss_cls: 0.03161  loss_box_reg: 0.1111  loss_rpn_cls: 0.002986  loss_rpn_loc: 0.01362  contrastive_loss: 0.008562  time: 0.7579  data_time: 0.0267  lr: 0.01  max_mem: 14438M
[11/18 16:16:07 d2.utils.events]:  eta: 3:10:28  iter: 4739  total_loss: 0.1787  loss_cls: 0.03169  loss_box_reg: 0.1112  loss_rpn_cls: 0.00646  loss_rpn_loc: 0.01314  contrastive_loss: 0.0111  time: 0.7577  data_time: 0.0272  lr: 0.01  max_mem: 14438M
[11/18 16:16:22 d2.utils.events]:  eta: 3:10:19  iter: 4759  total_loss: 0.1967  loss_cls: 0.03487  loss_box_reg: 0.1152  loss_rpn_cls: 0.004646  loss_rpn_loc: 0.01428  contrastive_loss: 0.01772  time: 0.7577  data_time: 0.0250  lr: 0.01  max_mem: 14438M
[11/18 16:16:37 d2.utils.events]:  eta: 3:09:58  iter: 4779  total_loss: 0.1775  loss_cls: 0.03147  loss_box_reg: 0.1099  loss_rpn_cls: 0.004012  loss_rpn_loc: 0.01546  contrastive_loss: 0.01304  time: 0.7577  data_time: 0.0250  lr: 0.01  max_mem: 14438M
[11/18 16:16:52 d2.utils.events]:  eta: 3:09:43  iter: 4799  total_loss: 0.1637  loss_cls: 0.03142  loss_box_reg: 0.1029  loss_rpn_cls: 0.0038  loss_rpn_loc: 0.01526  contrastive_loss: 0.01036  time: 0.7577  data_time: 0.0265  lr: 0.01  max_mem: 14438M
[11/18 16:17:07 d2.utils.events]:  eta: 3:09:28  iter: 4819  total_loss: 0.1658  loss_cls: 0.03035  loss_box_reg: 0.1062  loss_rpn_cls: 0.002616  loss_rpn_loc: 0.01314  contrastive_loss: 0.008741  time: 0.7577  data_time: 0.0223  lr: 0.01  max_mem: 14438M
[11/18 16:17:23 d2.utils.events]:  eta: 3:09:12  iter: 4839  total_loss: 0.1847  loss_cls: 0.03512  loss_box_reg: 0.124  loss_rpn_cls: 0.004117  loss_rpn_loc: 0.01518  contrastive_loss: 0.00744  time: 0.7577  data_time: 0.0241  lr: 0.01  max_mem: 14438M
[11/18 16:17:38 d2.utils.events]:  eta: 3:08:55  iter: 4859  total_loss: 0.1904  loss_cls: 0.0374  loss_box_reg: 0.1277  loss_rpn_cls: 0.004104  loss_rpn_loc: 0.01329  contrastive_loss: 0.00736  time: 0.7579  data_time: 0.0256  lr: 0.01  max_mem: 14438M
[11/18 16:17:54 d2.utils.events]:  eta: 3:08:42  iter: 4879  total_loss: 0.1696  loss_cls: 0.03445  loss_box_reg: 0.1086  loss_rpn_cls: 0.003714  loss_rpn_loc: 0.01302  contrastive_loss: 0.007664  time: 0.7580  data_time: 0.0275  lr: 0.01  max_mem: 14438M
[11/18 16:18:09 d2.utils.events]:  eta: 3:08:27  iter: 4899  total_loss: 0.1708  loss_cls: 0.0312  loss_box_reg: 0.1104  loss_rpn_cls: 0.002872  loss_rpn_loc: 0.01323  contrastive_loss: 0.009483  time: 0.7580  data_time: 0.0268  lr: 0.01  max_mem: 14438M
[11/18 16:18:25 d2.utils.events]:  eta: 3:08:31  iter: 4919  total_loss: 0.1706  loss_cls: 0.03227  loss_box_reg: 0.1195  loss_rpn_cls: 0.00339  loss_rpn_loc: 0.01326  contrastive_loss: 0.00805  time: 0.7582  data_time: 0.0285  lr: 0.01  max_mem: 14438M
[11/18 16:18:41 d2.utils.events]:  eta: 3:08:30  iter: 4939  total_loss: 0.1974  loss_cls: 0.0366  loss_box_reg: 0.132  loss_rpn_cls: 0.002991  loss_rpn_loc: 0.01412  contrastive_loss: 0.00914  time: 0.7582  data_time: 0.0270  lr: 0.01  max_mem: 14438M
[11/18 16:18:56 d2.utils.events]:  eta: 3:08:04  iter: 4959  total_loss: 0.1876  loss_cls: 0.03652  loss_box_reg: 0.1135  loss_rpn_cls: 0.003253  loss_rpn_loc: 0.01474  contrastive_loss: 0.009673  time: 0.7582  data_time: 0.0301  lr: 0.01  max_mem: 14438M
[11/18 16:19:11 d2.utils.events]:  eta: 3:08:00  iter: 4979  total_loss: 0.1866  loss_cls: 0.03649  loss_box_reg: 0.1196  loss_rpn_cls: 0.003711  loss_rpn_loc: 0.01654  contrastive_loss: 0.007044  time: 0.7582  data_time: 0.0252  lr: 0.01  max_mem: 14438M
[11/18 16:19:26 fvcore.common.checkpoint]: Saving checkpoint to /root/autodl-tmp/ETFRes_distill2_10shot_lr10_t1/model_0004999.pth
[11/18 16:19:27 d2.utils.events]:  eta: 3:07:38  iter: 4999  total_loss: 0.1682  loss_cls: 0.03147  loss_box_reg: 0.108  loss_rpn_cls: 0.003328  loss_rpn_loc: 0.01474  contrastive_loss: 0.007471  time: 0.7582  data_time: 0.0252  lr: 0.01  max_mem: 14438M
[11/18 16:19:43 d2.utils.events]:  eta: 3:07:19  iter: 5019  total_loss: 0.2008  loss_cls: 0.03399  loss_box_reg: 0.1093  loss_rpn_cls: 0.002881  loss_rpn_loc: 0.01286  contrastive_loss: 0.0477  time: 0.7583  data_time: 0.0230  lr: 0.01  max_mem: 14438M
[11/18 16:19:58 d2.utils.events]:  eta: 3:07:02  iter: 5039  total_loss: 0.1952  loss_cls: 0.03083  loss_box_reg: 0.1171  loss_rpn_cls: 0.002733  loss_rpn_loc: 0.0147  contrastive_loss: 0.02385  time: 0.7583  data_time: 0.0233  lr: 0.01  max_mem: 14438M
[11/18 16:20:13 d2.utils.events]:  eta: 3:06:46  iter: 5059  total_loss: 0.1805  loss_cls: 0.03327  loss_box_reg: 0.1133  loss_rpn_cls: 0.003155  loss_rpn_loc: 0.01246  contrastive_loss: 0.0189  time: 0.7583  data_time: 0.0256  lr: 0.01  max_mem: 14438M
[11/18 16:20:28 d2.utils.events]:  eta: 3:06:26  iter: 5079  total_loss: 0.1918  loss_cls: 0.03599  loss_box_reg: 0.1174  loss_rpn_cls: 0.003084  loss_rpn_loc: 0.01306  contrastive_loss: 0.01638  time: 0.7583  data_time: 0.0247  lr: 0.01  max_mem: 14438M
[11/18 16:20:43 d2.utils.events]:  eta: 3:06:19  iter: 5099  total_loss: 0.2011  loss_cls: 0.0373  loss_box_reg: 0.1201  loss_rpn_cls: 0.003942  loss_rpn_loc: 0.01623  contrastive_loss: 0.01378  time: 0.7583  data_time: 0.0296  lr: 0.01  max_mem: 14438M
[11/18 16:20:58 d2.utils.events]:  eta: 3:06:01  iter: 5119  total_loss: 0.1864  loss_cls: 0.03367  loss_box_reg: 0.1173  loss_rpn_cls: 0.002966  loss_rpn_loc: 0.0135  contrastive_loss: 0.01536  time: 0.7583  data_time: 0.0286  lr: 0.01  max_mem: 14438M
[11/18 16:21:13 d2.utils.events]:  eta: 3:05:47  iter: 5139  total_loss: 0.1811  loss_cls: 0.03393  loss_box_reg: 0.1117  loss_rpn_cls: 0.003169  loss_rpn_loc: 0.01205  contrastive_loss: 0.01439  time: 0.7583  data_time: 0.0271  lr: 0.01  max_mem: 14438M
[11/18 16:21:29 d2.utils.events]:  eta: 3:05:51  iter: 5159  total_loss: 0.1957  loss_cls: 0.03531  loss_box_reg: 0.1189  loss_rpn_cls: 0.003006  loss_rpn_loc: 0.01571  contrastive_loss: 0.01614  time: 0.7583  data_time: 0.0313  lr: 0.01  max_mem: 14438M
[11/18 16:21:44 d2.utils.events]:  eta: 3:05:29  iter: 5179  total_loss: 0.1703  loss_cls: 0.03145  loss_box_reg: 0.1105  loss_rpn_cls: 0.003042  loss_rpn_loc: 0.01264  contrastive_loss: 0.01292  time: 0.7582  data_time: 0.0274  lr: 0.01  max_mem: 14438M
[11/18 16:21:59 d2.utils.events]:  eta: 3:05:21  iter: 5199  total_loss: 0.1769  loss_cls: 0.03072  loss_box_reg: 0.1119  loss_rpn_cls: 0.00319  loss_rpn_loc: 0.01165  contrastive_loss: 0.01337  time: 0.7583  data_time: 0.0305  lr: 0.01  max_mem: 14438M
[11/18 16:22:15 d2.utils.events]:  eta: 3:04:59  iter: 5219  total_loss: 0.1945  loss_cls: 0.03727  loss_box_reg: 0.1251  loss_rpn_cls: 0.004512  loss_rpn_loc: 0.01436  contrastive_loss: 0.01065  time: 0.7584  data_time: 0.0267  lr: 0.01  max_mem: 14438M
[11/18 16:22:31 d2.utils.events]:  eta: 3:04:55  iter: 5239  total_loss: 0.1848  loss_cls: 0.03508  loss_box_reg: 0.1188  loss_rpn_cls: 0.004453  loss_rpn_loc: 0.01573  contrastive_loss: 0.009876  time: 0.7585  data_time: 0.0322  lr: 0.01  max_mem: 14438M
[11/18 16:22:46 d2.utils.events]:  eta: 3:04:33  iter: 5259  total_loss: 0.1776  loss_cls: 0.03401  loss_box_reg: 0.1088  loss_rpn_cls: 0.003356  loss_rpn_loc: 0.01211  contrastive_loss: 0.01086  time: 0.7585  data_time: 0.0282  lr: 0.01  max_mem: 14438M
[11/18 16:23:01 d2.utils.events]:  eta: 3:04:18  iter: 5279  total_loss: 0.1595  loss_cls: 0.02894  loss_box_reg: 0.1023  loss_rpn_cls: 0.002916  loss_rpn_loc: 0.01321  contrastive_loss: 0.008503  time: 0.7585  data_time: 0.0294  lr: 0.01  max_mem: 14438M
[11/18 16:23:17 d2.utils.events]:  eta: 3:04:03  iter: 5299  total_loss: 0.1867  loss_cls: 0.03265  loss_box_reg: 0.1206  loss_rpn_cls: 0.003313  loss_rpn_loc: 0.01686  contrastive_loss: 0.009866  time: 0.7586  data_time: 0.0321  lr: 0.01  max_mem: 14438M
[11/18 16:23:31 d2.utils.events]:  eta: 3:03:40  iter: 5319  total_loss: 0.1711  loss_cls: 0.03419  loss_box_reg: 0.1177  loss_rpn_cls: 0.002481  loss_rpn_loc: 0.01386  contrastive_loss: 0.009247  time: 0.7585  data_time: 0.0269  lr: 0.01  max_mem: 14438M
[11/18 16:23:47 d2.utils.events]:  eta: 3:03:34  iter: 5339  total_loss: 0.193  loss_cls: 0.03633  loss_box_reg: 0.1237  loss_rpn_cls: 0.003972  loss_rpn_loc: 0.01627  contrastive_loss: 0.01037  time: 0.7585  data_time: 0.0283  lr: 0.01  max_mem: 14438M
[11/18 16:24:02 d2.utils.events]:  eta: 3:03:33  iter: 5359  total_loss: 0.1782  loss_cls: 0.03593  loss_box_reg: 0.1184  loss_rpn_cls: 0.004371  loss_rpn_loc: 0.01416  contrastive_loss: 0.01039  time: 0.7586  data_time: 0.0254  lr: 0.01  max_mem: 14438M
[11/18 16:24:16 d2.utils.events]:  eta: 3:03:06  iter: 5379  total_loss: 0.1807  loss_cls: 0.03401  loss_box_reg: 0.1213  loss_rpn_cls: 0.003188  loss_rpn_loc: 0.01313  contrastive_loss: 0.01056  time: 0.7584  data_time: 0.0267  lr: 0.01  max_mem: 14438M
[11/18 16:24:31 d2.utils.events]:  eta: 3:02:41  iter: 5399  total_loss: 0.1576  loss_cls: 0.03129  loss_box_reg: 0.09862  loss_rpn_cls: 0.003056  loss_rpn_loc: 0.01117  contrastive_loss: 0.009946  time: 0.7584  data_time: 0.0322  lr: 0.01  max_mem: 14438M
[11/18 16:24:46 d2.utils.events]:  eta: 3:02:16  iter: 5419  total_loss: 0.1839  loss_cls: 0.03534  loss_box_reg: 0.1234  loss_rpn_cls: 0.003217  loss_rpn_loc: 0.01299  contrastive_loss: 0.01105  time: 0.7583  data_time: 0.0288  lr: 0.01  max_mem: 14438M
[11/18 16:25:02 d2.utils.events]:  eta: 3:02:07  iter: 5439  total_loss: 0.1601  loss_cls: 0.02986  loss_box_reg: 0.104  loss_rpn_cls: 0.003292  loss_rpn_loc: 0.01416  contrastive_loss: 0.008154  time: 0.7584  data_time: 0.0273  lr: 0.01  max_mem: 14438M
[11/18 16:25:17 d2.utils.events]:  eta: 3:01:52  iter: 5459  total_loss: 0.1773  loss_cls: 0.03335  loss_box_reg: 0.1135  loss_rpn_cls: 0.003022  loss_rpn_loc: 0.01532  contrastive_loss: 0.007589  time: 0.7584  data_time: 0.0265  lr: 0.01  max_mem: 14438M
[11/18 16:25:32 d2.utils.events]:  eta: 3:01:41  iter: 5479  total_loss: 0.1603  loss_cls: 0.03184  loss_box_reg: 0.1031  loss_rpn_cls: 0.003168  loss_rpn_loc: 0.01776  contrastive_loss: 0.007906  time: 0.7583  data_time: 0.0302  lr: 0.01  max_mem: 14438M
[11/18 16:25:48 d2.utils.events]:  eta: 3:01:38  iter: 5499  total_loss: 0.17  loss_cls: 0.03278  loss_box_reg: 0.1102  loss_rpn_cls: 0.003633  loss_rpn_loc: 0.01319  contrastive_loss: 0.008092  time: 0.7585  data_time: 0.0289  lr: 0.01  max_mem: 14438M
[11/18 16:26:03 d2.utils.events]:  eta: 3:01:13  iter: 5519  total_loss: 0.1863  loss_cls: 0.03651  loss_box_reg: 0.1257  loss_rpn_cls: 0.003468  loss_rpn_loc: 0.01403  contrastive_loss: 0.007773  time: 0.7586  data_time: 0.0274  lr: 0.01  max_mem: 14438M
[11/18 16:26:18 d2.utils.events]:  eta: 3:00:58  iter: 5539  total_loss: 0.1744  loss_cls: 0.0337  loss_box_reg: 0.1067  loss_rpn_cls: 0.003998  loss_rpn_loc: 0.01428  contrastive_loss: 0.008151  time: 0.7586  data_time: 0.0255  lr: 0.01  max_mem: 14438M
[11/18 16:26:34 d2.utils.events]:  eta: 3:00:58  iter: 5559  total_loss: 0.1785  loss_cls: 0.03505  loss_box_reg: 0.1145  loss_rpn_cls: 0.003466  loss_rpn_loc: 0.01283  contrastive_loss: 0.008441  time: 0.7587  data_time: 0.0285  lr: 0.01  max_mem: 14438M
[11/18 16:26:50 d2.utils.events]:  eta: 3:00:47  iter: 5579  total_loss: 0.1713  loss_cls: 0.03237  loss_box_reg: 0.1144  loss_rpn_cls: 0.003372  loss_rpn_loc: 0.01516  contrastive_loss: 0.008014  time: 0.7588  data_time: 0.0289  lr: 0.01  max_mem: 14438M
[11/18 16:27:05 d2.utils.events]:  eta: 3:00:38  iter: 5599  total_loss: 0.1783  loss_cls: 0.0328  loss_box_reg: 0.1138  loss_rpn_cls: 0.003528  loss_rpn_loc: 0.01238  contrastive_loss: 0.007609  time: 0.7588  data_time: 0.0282  lr: 0.01  max_mem: 14438M
[11/18 16:27:21 d2.utils.events]:  eta: 3:00:31  iter: 5619  total_loss: 0.1684  loss_cls: 0.03172  loss_box_reg: 0.1069  loss_rpn_cls: 0.00357  loss_rpn_loc: 0.01341  contrastive_loss: 0.009676  time: 0.7589  data_time: 0.0275  lr: 0.01  max_mem: 14438M
[11/18 16:27:37 d2.utils.events]:  eta: 3:00:28  iter: 5639  total_loss: 0.1552  loss_cls: 0.02876  loss_box_reg: 0.1077  loss_rpn_cls: 0.002831  loss_rpn_loc: 0.0118  contrastive_loss: 0.007187  time: 0.7590  data_time: 0.0272  lr: 0.01  max_mem: 14438M
[11/18 16:27:51 d2.utils.events]:  eta: 3:00:11  iter: 5659  total_loss: 0.1597  loss_cls: 0.02713  loss_box_reg: 0.1067  loss_rpn_cls: 0.002904  loss_rpn_loc: 0.01208  contrastive_loss: 0.008612  time: 0.7589  data_time: 0.0245  lr: 0.01  max_mem: 14438M
[11/18 16:28:06 d2.utils.events]:  eta: 2:59:53  iter: 5679  total_loss: 0.1753  loss_cls: 0.03591  loss_box_reg: 0.1166  loss_rpn_cls: 0.003107  loss_rpn_loc: 0.01474  contrastive_loss: 0.006174  time: 0.7589  data_time: 0.0283  lr: 0.01  max_mem: 14438M
[11/18 16:28:22 d2.utils.events]:  eta: 2:59:44  iter: 5699  total_loss: 0.1833  loss_cls: 0.03522  loss_box_reg: 0.1236  loss_rpn_cls: 0.003577  loss_rpn_loc: 0.01255  contrastive_loss: 0.006831  time: 0.7589  data_time: 0.0254  lr: 0.01  max_mem: 14438M
